"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECD","QGDP","VOLIDX","IDX","Q","2020-Q4",106.622743039,
"OECD","QGDP","VOLIDX","IDX","Q","2021-Q1",107.480661418,
"OECD","QGDP","VOLIDX","IDX","Q","2021-Q2",109.324217792,
"OECD","QGDP","VOLIDX","IDX","Q","2021-Q3",110.638225409,
"OECD","QGDP","VOLIDX","IDX","Q","2021-Q4",112.101702856,
"OECD","QGDP","VOLIDX","IDX","Q","2022-Q1",112.386764566,
"OECD","QGDP","VOLIDX","IDX","Q","2022-Q2",112.894493495,
"OECDE","QGDP","VOLIDX","IDX","Q","2015-Q1",99.056979495,
"OECDE","QGDP","VOLIDX","IDX","Q","2015-Q2",99.678840291,
"OECDE","QGDP","VOLIDX","IDX","Q","2015-Q3",100.274952722,
"OECDE","QGDP","VOLIDX","IDX","Q","2015-Q4",100.874180888,
"OECDE","QGDP","VOLIDX","IDX","Q","2016-Q1",101.309317233,
"OECDE","QGDP","VOLIDX","IDX","Q","2016-Q2",101.79657207,
"OECDE","QGDP","VOLIDX","IDX","Q","2016-Q3",101.955700109,
"OECDE","QGDP","VOLIDX","IDX","Q","2016-Q4",103.220011309,
"OECDE","QGDP","VOLIDX","IDX","Q","2017-Q1",104.01542738,
"OECDE","QGDP","VOLIDX","IDX","Q","2017-Q2",104.98918361,
"OECDE","QGDP","VOLIDX","IDX","Q","2017-Q3",105.837745391,
"OECDE","QGDP","VOLIDX","IDX","Q","2017-Q4",106.798342002,
"OECDE","QGDP","VOLIDX","IDX","Q","2018-Q1",107.119389552,
"OECDE","QGDP","VOLIDX","IDX","Q","2018-Q2",107.757805477,
"OECDE","QGDP","VOLIDX","IDX","Q","2018-Q3",107.771111011,
"OECDE","QGDP","VOLIDX","IDX","Q","2018-Q4",108.043705565,
"OECDE","QGDP","VOLIDX","IDX","Q","2019-Q1",108.892544134,
"OECDE","QGDP","VOLIDX","IDX","Q","2019-Q2",109.452133667,
"OECDE","QGDP","VOLIDX","IDX","Q","2019-Q3",109.789253501,
"OECDE","QGDP","VOLIDX","IDX","Q","2019-Q4",110.016157032,
"OECDE","QGDP","VOLIDX","IDX","Q","2020-Q1",107.145616719,
"OECDE","QGDP","VOLIDX","IDX","Q","2020-Q2",94.112827681,
"OECDE","QGDP","VOLIDX","IDX","Q","2020-Q3",105.756030902,
"OECDE","QGDP","VOLIDX","IDX","Q","2020-Q4",105.90810454,
"OECDE","QGDP","VOLIDX","IDX","Q","2021-Q1",106.081378442,
"OECDE","QGDP","VOLIDX","IDX","Q","2021-Q2",108.719101943,
"OECDE","QGDP","VOLIDX","IDX","Q","2021-Q3",111.119819918,
"OECDE","QGDP","VOLIDX","IDX","Q","2021-Q4",112.138243002,
"OECDE","QGDP","VOLIDX","IDX","Q","2022-Q1",112.882219358,
"OECDE","QGDP","VOLIDX","IDX","Q","2022-Q2",113.665397457,
"G-7","QGDP","VOLIDX","IDX","Q","2015-Q1",99.456594112,
"G-7","QGDP","VOLIDX","IDX","Q","2015-Q2",99.904945888,
"G-7","QGDP","VOLIDX","IDX","Q","2015-Q3",100.199542329,
"G-7","QGDP","VOLIDX","IDX","Q","2015-Q4",100.402425246,
"G-7","QGDP","VOLIDX","IDX","Q","2016-Q1",101.017971437,
"G-7","QGDP","VOLIDX","IDX","Q","2016-Q2",101.208504718,
"G-7","QGDP","VOLIDX","IDX","Q","2016-Q3",101.695036,
"G-7","QGDP","VOLIDX","IDX","Q","2016-Q4",102.145532351,
"G-7","QGDP","VOLIDX","IDX","Q","2017-Q1",102.815469366,
"G-7","QGDP","VOLIDX","IDX","Q","2017-Q2",103.399449388,
"G-7","QGDP","VOLIDX","IDX","Q","2017-Q3",104.166779366,
"G-7","QGDP","VOLIDX","IDX","Q","2017-Q4",104.957185899,
"G-7","QGDP","VOLIDX","IDX","Q","2018-Q1",105.33186604,
"G-7","QGDP","VOLIDX","IDX","Q","2018-Q2",105.94084889,
"G-7","QGDP","VOLIDX","IDX","Q","2018-Q3",106.253681053,
"G-7","QGDP","VOLIDX","IDX","Q","2018-Q4",106.513351436,
"G-7","QGDP","VOLIDX","IDX","Q","2019-Q1",107.087737691,
"G-7","QGDP","VOLIDX","IDX","Q","2019-Q2",107.604497502,
"G-7","QGDP","VOLIDX","IDX","Q","2019-Q3",108.164916869,
"G-7","QGDP","VOLIDX","IDX","Q","2019-Q4",107.965518434,
"G-7","QGDP","VOLIDX","IDX","Q","2020-Q1",106.051901115,
"G-7","QGDP","VOLIDX","IDX","Q","2020-Q2",95.241010485,
"G-7","QGDP","VOLIDX","IDX","Q","2020-Q3",104.245004581,
"G-7","QGDP","VOLIDX","IDX","Q","2020-Q4",105.106936033,
"G-7","QGDP","VOLIDX","IDX","Q","2021-Q1",105.696196961,
"G-7","QGDP","VOLIDX","IDX","Q","2021-Q2",107.600427019,
"G-7","QGDP","VOLIDX","IDX","Q","2021-Q3",108.656993523,
"G-7","QGDP","VOLIDX","IDX","Q","2021-Q4",110.032679051,
"G-7","QGDP","VOLIDX","IDX","Q","2022-Q1",109.98209694,
"G-7","QGDP","VOLIDX","IDX","Q","2022-Q2",110.198656317,
"G-20","QGDP","VOLIDX","IDX","Q","2015-Q1",98.835120715,
"G-20","QGDP","VOLIDX","IDX","Q","2015-Q2",99.594027494,
"G-20","QGDP","VOLIDX","IDX","Q","2015-Q3",100.400062575,
"G-20","QGDP","VOLIDX","IDX","Q","2015-Q4",101.06957418,
"G-20","QGDP","VOLIDX","IDX","Q","2016-Q1",101.979417819,
"G-20","QGDP","VOLIDX","IDX","Q","2016-Q2",102.71368461,
"G-20","QGDP","VOLIDX","IDX","Q","2016-Q3",103.50237773,
"G-20","QGDP","VOLIDX","IDX","Q","2016-Q4",104.575287018,
"G-20","QGDP","VOLIDX","IDX","Q","2017-Q1",105.470235058,
"G-20","QGDP","VOLIDX","IDX","Q","2017-Q2",106.555584669,
"G-20","QGDP","VOLIDX","IDX","Q","2017-Q3",107.63184126,
"G-20","QGDP","VOLIDX","IDX","Q","2017-Q4",108.696510835,
"G-20","QGDP","VOLIDX","IDX","Q","2018-Q1",109.76336006,
"G-20","QGDP","VOLIDX","IDX","Q","2018-Q2",110.67599537,
"G-20","QGDP","VOLIDX","IDX","Q","2018-Q3",111.388378648,
"G-20","QGDP","VOLIDX","IDX","Q","2018-Q4",112.039619346,
"G-20","QGDP","VOLIDX","IDX","Q","2019-Q1",112.995645151,
"G-20","QGDP","VOLIDX","IDX","Q","2019-Q2",114.019658359,
"G-20","QGDP","VOLIDX","IDX","Q","2019-Q3",114.569916735,
"G-20","QGDP","VOLIDX","IDX","Q","2019-Q4",114.889895636,
"G-20","QGDP","VOLIDX","IDX","Q","2020-Q1",111.220644691,
"G-20","QGDP","VOLIDX","IDX","Q","2020-Q2",104.116304956,
"G-20","QGDP","VOLIDX","IDX","Q","2020-Q3",112.3390071,
"G-20","QGDP","VOLIDX","IDX","Q","2020-Q4",114.420145902,
"G-20","QGDP","VOLIDX","IDX","Q","2021-Q1",115.144086286,
"G-20","QGDP","VOLIDX","IDX","Q","2021-Q2",116.597223533,
"G-20","QGDP","VOLIDX","IDX","Q","2021-Q3",117.725844028,
"EA19","QGDP","VOLIDX","IDX","Q","2015-Q1",99.269788303,
"EA19","QGDP","VOLIDX","IDX","Q","2015-Q2",99.730395981,
"EA19","QGDP","VOLIDX","IDX","Q","2015-Q3",100.148035015,
"EA19","QGDP","VOLIDX","IDX","Q","2015-Q4",100.609410799,
"EA19","QGDP","VOLIDX","IDX","Q","2016-Q1",101.165942064,
"EA19","QGDP","VOLIDX","IDX","Q","2016-Q2",101.406137946,
"EA19","QGDP","VOLIDX","IDX","Q","2016-Q3",101.888912418,
"EA19","QGDP","VOLIDX","IDX","Q","2016-Q4",102.65711,
"EA19","QGDP","VOLIDX","IDX","Q","2017-Q1",103.358986384,
"EA19","QGDP","VOLIDX","IDX","Q","2017-Q2",104.17246353,
"EA19","QGDP","VOLIDX","IDX","Q","2017-Q3",104.986791017,
"EA19","QGDP","VOLIDX","IDX","Q","2017-Q4",105.834800271,
"EA19","QGDP","VOLIDX","IDX","Q","2018-Q1",105.831716919,
"EA19","QGDP","VOLIDX","IDX","Q","2018-Q2",106.39607273,
"EA19","QGDP","VOLIDX","IDX","Q","2018-Q3",106.408584858,
"EA19","QGDP","VOLIDX","IDX","Q","2018-Q4",107.100348283,
"EA19","QGDP","VOLIDX","IDX","Q","2019-Q1",107.765504601,
"EA19","QGDP","VOLIDX","IDX","Q","2019-Q2",108.105349862,
"EA19","QGDP","VOLIDX","IDX","Q","2019-Q3",108.334237666,
"EA19","QGDP","VOLIDX","IDX","Q","2019-Q4",108.352755437,
"EA19","QGDP","VOLIDX","IDX","Q","2020-Q1",104.692986143,
"EA19","QGDP","VOLIDX","IDX","Q","2020-Q2",92.703549648,
"EA19","QGDP","VOLIDX","IDX","Q","2020-Q3",104.184368427,
"EA19","QGDP","VOLIDX","IDX","Q","2020-Q4",103.900449187,
"EA19","QGDP","VOLIDX","IDX","Q","2021-Q1",103.830291914,
"EA19","QGDP","VOLIDX","IDX","Q","2021-Q2",105.892983602,
"EA19","QGDP","VOLIDX","IDX","Q","2021-Q3",108.280857823,
"EA19","QGDP","VOLIDX","IDX","Q","2021-Q4",108.840024037,
"EA19","QGDP","VOLIDX","IDX","Q","2022-Q1",109.494965479,
"EA19","QGDP","VOLIDX","IDX","Q","2022-Q2",110.394384371,
"EA19","QGDP","VOLIDX","IDX","Q","2022-Q3",110.597495906,
"BGR","QGDP","VOLIDX","IDX","Q","2015-Q1",98.586506928,
"BGR","QGDP","VOLIDX","IDX","Q","2015-Q2",99.301364164,
"BGR","QGDP","VOLIDX","IDX","Q","2015-Q3",100.380929033,
"BGR","QGDP","VOLIDX","IDX","Q","2015-Q4",101.030429485,
"BGR","QGDP","VOLIDX","IDX","Q","2016-Q1",101.820368551,
"BGR","QGDP","VOLIDX","IDX","Q","2016-Q2",102.590828341,
"BGR","QGDP","VOLIDX","IDX","Q","2016-Q3",103.097725119,
"BGR","QGDP","VOLIDX","IDX","Q","2016-Q4",104.067603514,
"BGR","QGDP","VOLIDX","IDX","Q","2017-Q1",104.691750745,
"BGR","QGDP","VOLIDX","IDX","Q","2017-Q2",105.416041517,
"BGR","QGDP","VOLIDX","IDX","Q","2017-Q3",106.136349889,
"BGR","QGDP","VOLIDX","IDX","Q","2017-Q4",106.79493104,
"BGR","QGDP","VOLIDX","IDX","Q","2018-Q1",107.289876847,
"BGR","QGDP","VOLIDX","IDX","Q","2018-Q2",108.221890604,
"BGR","QGDP","VOLIDX","IDX","Q","2018-Q3",109.328798842,
"BGR","QGDP","VOLIDX","IDX","Q","2018-Q4",110.294035582,
"BGR","QGDP","VOLIDX","IDX","Q","2019-Q1",111.678583674,
"BGR","QGDP","VOLIDX","IDX","Q","2019-Q2",112.932477963,
"BGR","QGDP","VOLIDX","IDX","Q","2019-Q3",113.139125008,
"BGR","QGDP","VOLIDX","IDX","Q","2019-Q4",114.44453509,
"BGR","QGDP","VOLIDX","IDX","Q","2020-Q1",110.128317983,
"BGR","QGDP","VOLIDX","IDX","Q","2020-Q2",104.816931832,
"BGR","QGDP","VOLIDX","IDX","Q","2020-Q3",108.568222226,
"BGR","QGDP","VOLIDX","IDX","Q","2020-Q4",110.537962001,
"BGR","QGDP","VOLIDX","IDX","Q","2021-Q1",113.579913387,
"BGR","QGDP","VOLIDX","IDX","Q","2021-Q2",115.057461706,
"BGR","QGDP","VOLIDX","IDX","Q","2021-Q3",117.149147214,
"BGR","QGDP","VOLIDX","IDX","Q","2021-Q4",118.982122375,
"BGR","QGDP","VOLIDX","IDX","Q","2022-Q1",119.563992862,
"BGR","QGDP","VOLIDX","IDX","Q","2022-Q2",120.61122437,
"ROU","QGDP","VOLIDX","IDX","Q","2015-Q1",99.112386727,
"ROU","QGDP","VOLIDX","IDX","Q","2015-Q2",98.175199688,
"ROU","QGDP","VOLIDX","IDX","Q","2015-Q3",100.454735723,
"ROU","QGDP","VOLIDX","IDX","Q","2015-Q4",101.655363753,
"ROU","QGDP","VOLIDX","IDX","Q","2016-Q1",101.619647783,
"ROU","QGDP","VOLIDX","IDX","Q","2016-Q2",102.194532028,
"ROU","QGDP","VOLIDX","IDX","Q","2016-Q3",102.604837085,
"ROU","QGDP","VOLIDX","IDX","Q","2016-Q4",104.509784033,
"ROU","QGDP","VOLIDX","IDX","Q","2017-Q1",108.625120899,
"ROU","QGDP","VOLIDX","IDX","Q","2017-Q2",109.635168515,
"ROU","QGDP","VOLIDX","IDX","Q","2017-Q3",112.599593981,
"ROU","QGDP","VOLIDX","IDX","Q","2017-Q4",113.107046475,
"ROU","QGDP","VOLIDX","IDX","Q","2018-Q1",114.867700906,
"ROU","QGDP","VOLIDX","IDX","Q","2018-Q2",117.23266954,
"ROU","QGDP","VOLIDX","IDX","Q","2018-Q3",119.177046918,
"ROU","QGDP","VOLIDX","IDX","Q","2018-Q4",119.47591815,
"ROU","QGDP","VOLIDX","IDX","Q","2019-Q1",120.445963881,
"ROU","QGDP","VOLIDX","IDX","Q","2019-Q2",122.020609543,
"ROU","QGDP","VOLIDX","IDX","Q","2019-Q3",122.527490582,
"ROU","QGDP","VOLIDX","IDX","Q","2019-Q4",124.232142372,
"ROU","QGDP","VOLIDX","IDX","Q","2020-Q1",123.664972777,
"ROU","QGDP","VOLIDX","IDX","Q","2020-Q2",110.088332736,
"ROU","QGDP","VOLIDX","IDX","Q","2020-Q3",115.846032742,
"ROU","QGDP","VOLIDX","IDX","Q","2020-Q4",122.572349839,
"ROU","QGDP","VOLIDX","IDX","Q","2021-Q1",123.149519906,"P"
"ROU","QGDP","VOLIDX","IDX","Q","2021-Q2",126.965414084,"P"
"ROU","QGDP","VOLIDX","IDX","Q","2021-Q3",122.294908189,"P"
"ROU","QGDP","VOLIDX","IDX","Q","2021-Q4",124.323860982,"P"
"ROU","QGDP","VOLIDX","IDX","Q","2022-Q1",130.971888675,"P"
"ROU","QGDP","VOLIDX","IDX","Q","2022-Q2",133.358286891,"P"
"EU27_2020","QGDP","VOLIDX","IDX","Q","2015-Q1",99.196106869,
"EU27_2020","QGDP","VOLIDX","IDX","Q","2015-Q2",99.683040031,
"EU27_2020","QGDP","VOLIDX","IDX","Q","2015-Q3",100.207623095,
"EU27_2020","QGDP","VOLIDX","IDX","Q","2015-Q4",100.710336675,
"EU27_2020","QGDP","VOLIDX","IDX","Q","2016-Q1",101.210191407,
"EU27_2020","QGDP","VOLIDX","IDX","Q","2016-Q2",101.522980511,
"EU27_2020","QGDP","VOLIDX","IDX","Q","2016-Q3",102.004409572,
"EU27_2020","QGDP","VOLIDX","IDX","Q","2016-Q4",102.851835151,
"EU27_2020","QGDP","VOLIDX","IDX","Q","2017-Q1",103.624303698,
"EU27_2020","QGDP","VOLIDX","IDX","Q","2017-Q2",104.502075687,
"EU27_2020","QGDP","VOLIDX","IDX","Q","2017-Q3",105.345161948,
"EU27_2020","QGDP","VOLIDX","IDX","Q","2017-Q4",106.209873916,
"EU27_2020","QGDP","VOLIDX","IDX","Q","2018-Q1",106.347762165,
"EU27_2020","QGDP","VOLIDX","IDX","Q","2018-Q2",107.006131038,
"EU27_2020","QGDP","VOLIDX","IDX","Q","2018-Q3",107.11163707,
"EU27_2020","QGDP","VOLIDX","IDX","Q","2018-Q4",107.834864237,
"EU27_2020","QGDP","VOLIDX","IDX","Q","2019-Q1",108.557337319,
"EU27_2020","QGDP","VOLIDX","IDX","Q","2019-Q2",108.972491783,
"EU27_2020","QGDP","VOLIDX","IDX","Q","2019-Q3",109.251931652,
"EU27_2020","QGDP","VOLIDX","IDX","Q","2019-Q4",109.338009595,
"EU27_2020","QGDP","VOLIDX","IDX","Q","2020-Q1",106.099385096,
"EU27_2020","QGDP","VOLIDX","IDX","Q","2020-Q2",94.33488472,
"EU27_2020","QGDP","VOLIDX","IDX","Q","2020-Q3",105.241975924,
"EU27_2020","QGDP","VOLIDX","IDX","Q","2020-Q4",105.161845397,
"EU27_2020","QGDP","VOLIDX","IDX","Q","2021-Q1",105.308417222,
"EU27_2020","QGDP","VOLIDX","IDX","Q","2021-Q2",107.378890732,
"EU27_2020","QGDP","VOLIDX","IDX","Q","2021-Q3",109.627554954,
"EU27_2020","QGDP","VOLIDX","IDX","Q","2021-Q4",110.392055423,
"EU27_2020","QGDP","VOLIDX","IDX","Q","2022-Q1",111.200962488,
"EU27_2020","QGDP","VOLIDX","IDX","Q","2022-Q2",112.008427908,
"EU27_2020","QGDP","VOLIDX","IDX","Q","2022-Q3",112.21986677,
"HRV","QGDP","VOLIDX","IDX","Q","2015-Q1",98.440547918,
"HRV","QGDP","VOLIDX","IDX","Q","2015-Q2",99.675558786,
"HRV","QGDP","VOLIDX","IDX","Q","2015-Q3",101.459862528,
"HRV","QGDP","VOLIDX","IDX","Q","2015-Q4",100.093939617,
"HRV","QGDP","VOLIDX","IDX","Q","2016-Q1",102.680507891,
"HRV","QGDP","VOLIDX","IDX","Q","2016-Q2",102.985059353,
"HRV","QGDP","VOLIDX","IDX","Q","2016-Q3",103.502602776,
"HRV","QGDP","VOLIDX","IDX","Q","2016-Q4",104.83844122,
"HRV","QGDP","VOLIDX","IDX","Q","2017-Q1",106.21935091,
"HRV","QGDP","VOLIDX","IDX","Q","2017-Q2",106.222405058,
"HRV","QGDP","VOLIDX","IDX","Q","2017-Q3",107.603223304,
"HRV","QGDP","VOLIDX","IDX","Q","2017-Q4",107.969512161,
"HRV","QGDP","VOLIDX","IDX","Q","2018-Q1",108.149388154,
"HRV","QGDP","VOLIDX","IDX","Q","2018-Q2",110.415972672,
"HRV","QGDP","VOLIDX","IDX","Q","2018-Q3",110.566723672,
"HRV","QGDP","VOLIDX","IDX","Q","2018-Q4",111.258741931,
"HRV","QGDP","VOLIDX","IDX","Q","2019-Q1",113.201546735,
"HRV","QGDP","VOLIDX","IDX","Q","2019-Q2",114.295528246,
"HRV","QGDP","VOLIDX","IDX","Q","2019-Q3",113.572905607,
"HRV","QGDP","VOLIDX","IDX","Q","2019-Q4",114.939312748,
"HRV","QGDP","VOLIDX","IDX","Q","2020-Q1",114.091458649,"P"
"HRV","QGDP","VOLIDX","IDX","Q","2020-Q2",98.03632574,"P"
"HRV","QGDP","VOLIDX","IDX","Q","2020-Q3",101.563098944,"P"
"HRV","QGDP","VOLIDX","IDX","Q","2020-Q4",106.900540287,"P"
"HRV","QGDP","VOLIDX","IDX","Q","2021-Q1",113.238351215,"P"
"HRV","QGDP","VOLIDX","IDX","Q","2021-Q2",114.418848606,"P"
"HRV","QGDP","VOLIDX","IDX","Q","2021-Q3",116.470049927,"P"
"HRV","QGDP","VOLIDX","IDX","Q","2021-Q4",117.698062774,"P"
"HRV","QGDP","VOLIDX","IDX","Q","2022-Q1",120.971251834,"P"
"HRV","QGDP","VOLIDX","IDX","Q","2022-Q2",123.339822324,"P"
